"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",2.73262457830399,2.44006486170156,2.80247219611763,2.62625865779932,3.79301197948252,3.5665307434379,3.29159925629827,3.5810361333507,3.08904593571061,3.91527022012869,4.00252955777124,4.16297230350798,4.50292932449858,4.60544579921945,4.12749949665344,13.0009176292472
"2",3.48752094253711,2.97535004813999,3.46054824310294,3.14032285176706,4.84080130106222,4.44724311326874,3.95254970105493,4.22258027340478,3.9008148423302,4.86488156590806,4.99664363804656,5.17027708922012,5.51134612956733,5.67477700367098,4.99788569480031,15.9420062970905
"3",4.03849607647881,3.17375315693819,4.02645085763981,3.8599538132319,5.13760227791109,4.83539376651626,4.43861935913943,4.93809392969683,4.28332124024219,5.45631626301449,5.37296533330923,5.8964815706111,6.16708577544909,6.36622214615067,5.78658577116631,17.929401819357
"4",3.81937383536526,3.33008302601781,4.16972818929983,3.79117847769777,5.58668443659668,5.21475975583733,4.59485058939082,5.31346056195723,4.59840351198323,5.50192979825607,5.87293375211565,5.87566421291658,6.51893617231492,6.48011362249147,5.86984993693803,18.6620650021289
"5",4.09559002018541,3.57640717095047,4.17003764349684,3.89402267754199,5.77577578586386,5.3202803621242,4.84906882823448,5.34979266468339,4.64000687154593,5.81102731353625,5.95071759106351,6.23253648286416,6.56379123309958,6.98305882025416,6.12076427784314,19.0503536687262
"6",4.2522188989587,3.51394488981658,4.43505664678546,3.97663484192419,5.86730123118137,5.42295563922993,5.18235536868463,5.50586222548263,4.77742453333159,5.93403639432284,6.10268254075892,6.32622169354691,6.67257786242844,7.22655975120908,6.11708470920728,18.9824912103412
"7",4.27193233403471,3.57972362042197,4.41175358755277,3.95781698720601,5.91859057648347,5.43486969876314,5.09441982848806,5.4594793402413,4.8322449501629,5.72693421489027,6.21800033007708,6.51890755177245,6.72969110577725,6.87370076710706,6.28769665656388,19.5678451563862
"8",4.23006600412098,3.84195955327503,4.21817504553506,4.01672048116697,5.89799654134033,5.58267902293242,5.40037931124966,5.40567990508925,4.76521235073505,6.09063865164097,6.23961300238877,6.45550128756188,6.72169902341236,7.12658939410847,5.98239364788027,19.1860688505499
"9",4.30628515878059,3.73882943246175,4.25512576200129,4.10456430286321,5.90580381821916,5.45605486319166,5.16486138464459,5.45547160944323,4.9279951468191,6.12727746976717,6.26361180425059,6.41878063503396,6.91296497584591,7.0555300329189,6.3459254016742,19.9363733979825
"10",4.21356950326542,3.63039928652141,4.33061744599775,4.01396787334028,5.6841938934254,5.47801342690762,5.18633094293061,5.32818991566158,5.07605717439613,5.97004959825353,6.36975664504993,6.44827584549549,6.90515726651393,7.04328864715898,6.44558495363244,19.4213521665019
"11",4.14650807725439,3.74281033220968,4.48521208757878,4.17306179090208,5.96109184598624,5.64607185278009,5.21395920812405,5.39701496321138,5.03642668679191,5.90046000671231,6.17339140126648,6.30437604699949,6.88235804768236,7.24199488729699,5.96058986115914,19.6253265894116
"12",3.96700537638198,3.72624509437439,4.56935278462518,3.88549511856559,5.77972442607317,5.60527690874322,5.12049740159468,5.52341391113844,4.9651696141424,5.83476495053223,6.31663069456241,6.47185225565825,6.81216179294161,7.29350065712561,6.32929326996352,19.7676895849561
"13",4.06914313758491,3.63840595411967,4.18429237367352,3.94547971477198,5.85041715106136,5.80162989416989,5.11699051012498,5.49595896660901,4.88134547693314,6.07227021480186,6.22543338094749,6.57305030401991,6.81437467847959,7.23462130817328,6.16343274788823,19.211196496292
"14",4.34087176471629,3.70303411661386,4.14761342173949,3.94937601612094,5.72439860878465,5.73041175879593,5.10543048288592,5.36607365177634,4.84732090295838,5.99220334913369,6.34496732028495,6.3559037606897,6.82678748070904,6.95130122025692,6.06737162212725,19.6272707179123
"15",4.12997690525018,3.77852188270483,4.26783274536524,3.81360858758484,5.86287209035902,5.7892756208176,5.13840092123254,5.40940267495662,4.8734118578093,6.00413927214176,6.17728654019931,6.75339641639152,6.8526013339238,7.23759847695994,6.01731983536693,19.9180871261188
"16",4.17978125600658,3.33761763081193,4.21973326065264,4.11731094058343,5.97898212763782,5.86568382426229,5.00248306625579,5.54969244720174,5.13244066647097,6.10877159024816,6.17984613865464,6.41388992711113,6.95866574369069,7.18385641819157,6.11646184198784,20.2465779915542
"17",4.63323256962008,3.55637621602044,3.9976581378008,3.95934524034835,5.90506357396306,5.96283882292735,5.20707211325835,5.6716536452729,4.91194409163264,6.09013400739399,6.39996691732494,6.62459047732032,6.92616634356849,7.34245687545605,6.41656391267123,19.9393167963799
"18",4.0954601914251,3.56263719978643,4.33621083680139,4.13362971752547,5.88597434327047,5.70550692221314,5.11307593091727,5.68383999685443,4.85379487925561,6.13998756255688,6.19101592487612,6.56053470391164,6.99035304402141,7.45962121751714,6.38553927614091,19.5435700738692
"19",3.75735623771926,3.55583278431485,4.63054072691927,3.98124315559597,5.96685079346393,5.75498412245576,5.15920402833572,5.6636001784782,4.95823031916047,6.04430793248185,6.3398604001202,6.50210297337957,7.03795091909493,7.15101687868972,6.29499613153586,19.5028074097402
"20",4.53336487759801,3.59218183367437,4.50128568548727,3.71111082065286,6.08783451554274,5.54091100306788,5.08513414340053,5.62163615135357,5.0939308296828,6.36808412409332,6.28801445731022,6.42110225454195,6.94705904763805,7.33459191514873,6.11412387181571,19.4310822870584
"21",4.13733197535181,3.82022179417215,4.53837830387309,3.96178832610264,6.01065570365454,5.60935747585706,4.9776262148793,5.43703059092161,4.74979630954779,6.06899802440122,6.4066715103574,6.48809337274116,6.85516360574672,7.34011328891504,6.1261097450485,20.415774551864
"22",4.46787077052701,3.75722423564201,4.64708378901851,3.87413932404103,6.14670031117964,5.42350814282223,5.16886678630647,5.61891655334121,4.80468640001865,6.06874328322353,6.39978197918136,6.3140568786015,6.82434875877646,6.92474673163084,6.30310911183457,19.6898069035603
"23",4.9383024664794,3.62647133801325,4.27779277023716,4.34861569178766,5.71217136531477,5.63680655525416,5.11546042924167,5.74218266084514,4.9045043732964,5.91906347942904,6.20481980528095,6.60808795261741,7.00289558099212,6.98083832785781,6.51240459878018,19.8529306656557
"24",4.31606349739672,3.63111385188605,4.4085780235763,4.0567436552923,6.01822392873173,5.68123146808478,4.99562422897373,5.79921019174009,5.07627637752873,6.09779010133598,6.55499982785198,6.39118167610139,6.85802469718594,6.78018057637091,6.45495830462778,20.1034702120758
"25",4.21090995130682,3.77581059724417,4.53014190059174,3.95731940620059,5.9749304023107,5.50693743029648,5.00123942708357,5.52826632226751,4.97926857333253,6.02089660880439,6.5174483805188,6.55917259081734,6.83698837196114,7.13337538836588,6.30470828379564,19.5504788534689
"26",4.39893148715802,3.59312130585333,4.73072658790032,4.26067911136148,5.75398761642373,5.52667939171659,5.1061859311014,5.58456334453604,4.71788040259883,6.20032567739769,6.3067617964958,6.52378237670365,6.65894919242346,6.87095586622583,5.85928120362618,19.9036704876399
"27",4.13040610708203,3.45960032005111,4.27670976892733,4.25587308101068,6.10994135944187,5.43776525821591,5.2478714643898,5.40654897131006,4.94218555078913,5.89154913679874,6.34368003758745,6.36446905511244,6.59053928099443,7.06861699278694,6.01461140738388,20.0991205692599
"28",4.13956504789894,3.60842905066262,4.35684853499545,4.09798558153006,5.89315096816115,5.53860776836309,4.88780322482952,5.44512513666654,4.81069800838867,6.10579411669161,6.29142717082481,6.33712908346846,6.92795962502256,6.90882352157163,6.17562000541489,19.0327035577272
"29",4.21900015608598,3.61584653962986,4.43434428696448,4.11848437155602,5.92750805879013,5.40016961155254,5.07415926618591,5.4225055572075,4.87571593948924,5.85915127799443,6.16188142005859,6.47940286336095,6.85444777615274,6.85561639629258,6.31382500316395,20.1629120826071
"30",4.22302682608139,3.86362411195593,4.533123587907,3.94186049237316,5.88484842969693,5.43692302290049,5.08112959135422,5.38066471114637,5.12856547760545,6.19504627804888,6.07500084048856,6.22857790371678,6.84160184367102,7.0430694602088,6.24681732697173,20.0022225165661
"31",4.63596683080724,3.68043013107619,4.41960423574797,4.04654160261546,5.77141521679497,5.5631164141144,5.02873954592615,5.60494972802146,4.86902078627213,6.10066741666241,6.07286528128937,6.32845545212796,7.00354442004772,6.98035804886218,6.49655139398674,19.9753536225035
"32",4.03596059409027,3.81246176711104,4.34155318779347,3.91742039351317,5.70708427772854,5.72380208880985,5.04825208639237,5.58178400996825,4.89289868797286,5.98354207862003,6.12418828564922,6.60846065268734,6.89190476646226,7.318531819489,6.28012436030016,19.5062085821353
"33",3.95765185222661,3.89027665649108,4.47155926833588,4.09276458961566,5.93440340955607,5.58871313682865,5.06257930919767,5.61690017146298,4.82641792190307,5.93570800969473,6.27685831432042,6.36501923504668,6.65064958964808,7.18308727691682,6.13933220121948,19.6308104368258
"34",4.2864296997195,3.38433039169164,4.13494157100793,4.03029303785524,5.76254194222822,5.59829926073317,4.85418203602716,5.47643902483394,4.96951227885312,5.90222043119511,6.19700358928948,6.49692915317564,6.78383420929248,7.31485269986569,6.11483217450541,19.6696132655272
"35",4.61533469478165,3.54647996286326,4.36328412125892,4.12537505257759,6.06628200056467,5.63877418183841,5.01341597249708,5.28211608711488,4.7403249405755,5.97592892790931,6.36910708065779,6.44319735580306,6.9435176930718,7.17188343264682,6.37182207865754,19.3935081299452
